filename,view,psnr_unique3d,ssim_unique3d,lpips_unique3d,clip_sim_unique3d,psnr_zero123,ssim_zero123,lpips_zero123,clip_sim_zero123
Threshold_Porcelain_Teapot_White,right,11.246773928639113,0.8282709935808306,0.4173910617828369,83.5625,11.617604651830842,0.8513808887135298,0.3618850111961365,80.9375
Threshold_Porcelain_Teapot_White,back,8.304407413349237,0.6856639684342007,0.5574725270271301,98.5,10.91511664214693,0.7656381191281504,0.4209934175014496,98.0625
Toysmith_Windem_Up_Flippin_Animals_Dog,front,7.887295293434282,0.7848549852966924,0.28797900676727295,116.9375,9.29210769909602,0.7844134159438537,0.42369645833969116,106.0
Toysmith_Windem_Up_Flippin_Animals_Dog,left,9.384757131064656,0.7937778964745479,0.477468341588974,88.1875,9.479285895777895,0.7804990566401904,0.4978046417236328,79.375
Toysmith_Windem_Up_Flippin_Animals_Dog,right,8.789281498514674,0.7769325401277052,0.5269615054130554,98.75,7.84635299997623,0.722760034881873,0.5083256363868713,104.875
Toysmith_Windem_Up_Flippin_Animals_Dog,back,10.562617850249765,0.7611736241775674,0.46089455485343933,95.0,11.047894520335637,0.7561444398103041,0.4532806873321533,77.3125
Transformers_Age_of_Extinction_Mega_1Step_Bumblebee_Figure,front,10.547386184235217,0.8094775164886331,0.25753411650657654,111.375,14.733995975322623,0.8700694126414169,0.12391183525323868,108.1875
Transformers_Age_of_Extinction_Mega_1Step_Bumblebee_Figure,left,10.323795448781905,0.8353195825697032,0.3502238392829895,99.75,8.070070826197496,0.7613764198790078,0.4828599691390991,108.875
Transformers_Age_of_Extinction_Mega_1Step_Bumblebee_Figure,right,10.351487385583145,0.8356104258471381,0.3615630567073822,96.9375,6.6482643153768635,0.7089553418811273,0.5343143939971924,108.3125
Transformers_Age_of_Extinction_Mega_1Step_Bumblebee_Figure,back,8.700486320175155,0.7223938818515447,0.4320327341556549,98.1875,7.795124204761585,0.6992862478645134,0.5095546245574951,101.0
Victor_Reversible_Bookend,front,2.3948510163881247,0.27905205940654554,0.5396535396575928,120.4375,5.03196116914269,0.11358700298447687,0.8390865921974182,113.25
Victor_Reversible_Bookend,left,3.215759240662515,0.4674250347831762,0.5410003066062927,98.6875,3.7947819025494627,0.5017089755683646,0.6231353282928467,114.0625
Victor_Reversible_Bookend,right,5.935032269208636,0.6764170649831216,0.48534563183784485,111.4375,4.97021784454075,0.4477988649837998,0.8060905337333679,103.5
Victor_Reversible_Bookend,back,6.175842233589808,0.6442366231504129,0.5716224908828735,110.5,5.293584113126668,0.3935838794441299,0.9084092974662781,99.9375
